# sheet: MM_PSF
MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi
515,0.0,0.0,4.4787720206135715,1.4419259258202095,pseudo-voigt,0.709991729144818,0.30141088647640746
516,0.0,0.0,4.08662671324241,1.0919700925210138,pseudo-voigt,0.775056151646317,0.3228013901351799
517,0.0,0.0,4.6406547181711195,1.4208732019120067,pseudo-voigt,0.8235736674748018,0.3205390484578666
518,0.0,0.0,3.9578297476415516,1.1780799580235106,pseudo-voigt,0.6826885455058492,0.2925139265680518
519,0.0,0.0,3.5031124087329824,1.2368189960737939,pseudo-voigt,0.6659027541895088,0.3314251051584
520,0.0,0.0,4.170587307149766,1.270687166045131,pseudo-voigt,0.7659273574757208,0.2598741697386778
521,0.0,0.0,3.677981031387653,1.1693440296283129,pseudo-voigt,0.7503164935980855,0.26163994935112084
522,0.0,0.0,4.304860107065205,1.3617592731531305,pseudo-voigt,0.7340918115408518,0.2940398945236561
523,0.0,0.0,4.072268447313029,1.141364110007807,pseudo-voigt,0.7269525872886614,0.2801745459567127
524,0.0,0.0,4.050220979583185,1.2432794334728519,pseudo-voigt,0.8633964713900896,0.3528964266451831
525,0.0,0.0,4.521972573689803,1.3173136401758834,pseudo-voigt,0.7464157255964424,0.27081839918679124
526,0.0,0.0,4.259548112177954,1.2725869723880943,pseudo-voigt,0.6934972122573893,0.27512418690331925
527,0.0,0.0,4.313058789050456,1.4198628445315653,pseudo-voigt,0.813816213046346,0.3336351877201731
528,0.0,0.0,4.790056176002599,1.2802203281971587,pseudo-voigt,0.7815950947954783,0.2985847294426566
529,0.0,0.0,4.15011670525787,1.114568838915241,pseudo-voigt,0.7539502674771356,0.26659161480035537
530,0.0,0.0,4.599175993631657,1.458430440924996,pseudo-voigt,0.8028393510294094,0.32674227292628183
531,0.0,0.0,4.655544485342831,1.1695772039475998,pseudo-voigt,0.8337306991933072,0.3003110356994499
532,0.0,0.0,3.822680766744135,1.446727928362569,pseudo-voigt,0.7043630519902645,0.26996872895933166
533,0.0,0.0,4.267303415850401,1.192224362421998,pseudo-voigt,0.7978331372944113,0.2592309930796244
534,0.0,0.0,4.2225786198561375,1.2955287741455597,pseudo-voigt,0.6213783720034054,0.31615814782919827
535,0.0,0.0,4.5996418399538825,1.3497377292854809,pseudo-voigt,0.6804758604590951,0.2689419220052378
536,0.0,0.0,3.3926068270415555,1.1545179826919063,pseudo-voigt,0.7516070070948144,0.2963530391195051
537,0.0,0.0,4.350777887489575,1.2278249220111517,pseudo-voigt,0.8014054894394044,0.2693717064000599
538,0.0,0.0,4.082845127213175,1.2908522212655706,pseudo-voigt,0.6904288991850795,0.24596605332470778
539,0.0,0.0,3.463928687644629,1.43249084740661,pseudo-voigt,0.6648599719915153,0.29795164892803233
540,0.0,0.0,4.297634483728861,1.3230596313697889,pseudo-voigt,0.8341057487713001,0.2734489595346521
541,0.0,0.0,4.224258631835716,1.3707712400751624,pseudo-voigt,0.7715707312719449,0.27755597112735975
542,0.0,0.0,3.585824989545955,1.1405104672518007,pseudo-voigt,0.7719118030635785,0.24791002390038236
543,0.0,0.0,4.188369729743804,1.214005051582699,pseudo-voigt,0.7992510198861043,0.2866706187860749
544,0.0,0.0,4.2223753497917125,1.156628938089678,pseudo-voigt,0.8505905823130102,0.28770190488161484
545,0.0,0.0,4.138329323551135,1.2376982838663395,pseudo-voigt,0.7733713856943849,0.3105054125162571
546,0.0,0.0,4.344196946624444,1.1526517870691453,pseudo-voigt,0.6872284448173165,0.27893814143025825
547,0.0,0.0,4.685792162396524,1.4523013707305945,pseudo-voigt,0.7183229586522292,0.31148793528079066
548,0.0,0.0,3.8030903852643574,1.169122361367267,pseudo-voigt,0.7396819791147837,0.2672238744760402
549,0.0,0.0,4.51281043521423,1.2419589236107442,pseudo-voigt,0.8133608864926429,0.28712946279983276
550,0.0,0.0,3.9071464374099056,1.1438612193468152,pseudo-voigt,0.7166627182433001,0.24675848480156268
551,0.0,0.0,4.481505610099318,1.3810753499814346,pseudo-voigt,0.7596192730835395,0.3241041903553657
552,0.0,0.0,4.011432800208431,1.4782801174217777,pseudo-voigt,0.739746173605836,0.26359696189094795
553,0.0,0.0,4.0572466282318915,0.9260267025500467,pseudo-voigt,0.9075307586908253,0.3140053557324694
554,0.0,0.0,4.109824291251909,1.035493414441529,pseudo-voigt,0.7767316188192551,0.3117006845548363
555,0.0,0.0,4.268328458602357,1.2294598827490857,pseudo-voigt,0.7707716781678795,0.29543909257877826
556,0.0,0.0,3.911562858534692,1.250450587056424,pseudo-voigt,0.7717463453310653,0.2809482230108481
557,0.0,0.0,4.174141067581443,1.0753733306765363,pseudo-voigt,0.8541267059394085,0.3198137955162219
558,0.0,0.0,4.136414693193858,1.2378065739834305,pseudo-voigt,0.8432333464217922,0.2760668754544453
559,0.0,0.0,3.9520278287620627,1.3120343421443386,pseudo-voigt,0.8630330228004729,0.23586770020297873
560,0.0,0.0,4.142547334728708,1.0306855379520294,pseudo-voigt,0.7301215071199032,0.2369537215439739
561,0.0,0.0,4.303039664715929,1.0109522040600585,pseudo-voigt,0.8480612107124458,0.2624141627734366
562,0.0,0.0,3.458823577985913,1.1152995815169713,pseudo-voigt,0.9001033720506437,0.27098269689716986
563,0.0,0.0,4.311373866867284,1.1167950772085968,pseudo-voigt,0.8314228870935775,0.28546149258066317
564,0.0,0.0,3.898824638075557,1.431322413719485,pseudo-voigt,0.7910628654444699,0.27206600931787533
565,0.0,0.0,4.3142597033576875,1.2542657080283892,pseudo-voigt,0.8019723078410377,0.3015801165175214
566,0.0,0.0,3.894287510816818,1.2088984663093827,pseudo-voigt,0.9065516802860919,0.3128701147302106
567,0.0,0.0,4.108602715136162,1.1017320932040027,pseudo-voigt,0.7291991834448072,0.2501995752234061
568,0.0,0.0,4.099325101143012,0.9621996169796196,pseudo-voigt,0.6882408884662711,0.3135615320185634
569,0.0,0.0,4.047843750601883,1.3774952658312305,pseudo-voigt,0.7068147513400933,0.2718027031873318
570,0.0,0.0,4.404071751984591,1.4697422048851818,pseudo-voigt,0.8165092541606153,0.34716728286392423
571,0.0,0.0,4.399485598732853,1.1986542980511865,pseudo-voigt,0.7982668140448703,0.30975086851253864
572,0.0,0.0,4.067129699650226,1.2888575700583151,pseudo-voigt,0.7849660056025577,0.3230752787831075
573,0.0,0.0,4.026641043682225,1.227938453396064,pseudo-voigt,0.7659117963196951,0.2801944857726591
574,0.0,0.0,4.231628529731507,1.3307126381343686,pseudo-voigt,0.7434564074426799,0.28526617941002624
575,0.0,0.0,3.366997090705165,1.2451487105345767,pseudo-voigt,0.7484000990819548,0.2545734893968097
576,0.0,0.0,4.057726633881283,1.3574472723607585,pseudo-voigt,0.7100512665428738,0.26690212395459645
577,0.0,0.0,4.643488957006048,1.2076892012003153,pseudo-voigt,0.7286362639309837,0.27354437614734683
578,0.0,0.0,4.530993555487126,1.3817310840622998,pseudo-voigt,0.7761256230544964,0.31256543469023557
579,0.0,0.0,4.296064532724415,1.2337464820239252,pseudo-voigt,0.7962710983194429,0.3304565352300652
580,0.0,0.0,3.9339023428440116,1.025955502654802,pseudo-voigt,0.8357606936713217,0.2663969128446866
581,0.0,0.0,4.07933954271738,1.2395423880207102,pseudo-voigt,0.6460441931661793,0.29393099738947304
582,0.0,0.0,4.593201378423007,1.2675441476390932,pseudo-voigt,0.6002855754209275,0.2737129418136475
583,0.0,0.0,4.190523487873631,1.09952777080025,pseudo-voigt,0.7135977293961283,0.23778281016563996
584,0.0,0.0,4.1898234651614406,0.9912656106330585,pseudo-voigt,0.883798107077804,0.26691573282341996
585,0.0,0.0,3.806728440215522,1.4547411112239719,pseudo-voigt,0.7812386593211331,0.28236396944808984
586,0.0,0.0,4.495000024983364,1.5839205464422803,pseudo-voigt,0.6921438467429784,0.28400354146984447
587,0.0,0.0,3.6644345881874143,1.3472947430492317,pseudo-voigt,0.7122543574861431,0.2585447712305234
588,0.0,0.0,3.7642008611090265,1.3133401723369933,pseudo-voigt,0.7868373964300845,0.2993380997911967
589,0.0,0.0,4.184530138676967,1.1913280883985078,pseudo-voigt,0.7611874348476464,0.28453221841460535
590,0.0,0.0,3.7582291527124294,1.1646618012414762,pseudo-voigt,0.8783147390995885,0.23680811297849427
591,0.0,0.0,4.43054844032224,1.387576890365107,pseudo-voigt,0.8626853821241531,0.2794890190559416
592,0.0,0.0,3.5282092914957106,1.2827673136943651,pseudo-voigt,0.7625500374344202,0.29493945956564394
593,0.0,0.0,3.9802118687695205,1.1869494960817513,pseudo-voigt,0.8305578331007437,0.2840937944354535
594,0.0,0.0,3.947526367778353,1.4290290164624153,pseudo-voigt,0.6002839048492319,0.2603254631965816
595,0.0,0.0,4.44739190221421,1.2926091499520898,pseudo-voigt,0.7239209728111149,0.28313296049803727
596,0.0,0.0,5.2195328102798255,1.386387425393101,pseudo-voigt,0.9267208494646805,0.29338218169922164
597,0.0,0.0,4.462123679354568,1.2112276005407658,pseudo-voigt,0.7045422809589427,0.29311414814286396
598,0.0,0.0,4.493626092594643,1.5337823172180787,pseudo-voigt,0.781715299100623,0.2973367269651723
599,0.0,0.0,4.694200138532404,1.3958822993394129,pseudo-voigt,0.7985443540058756,0.29308777771507355
600,0.0,0.0,4.735949844939314,1.2855167268895027,pseudo-voigt,0.6985778866621483,0.290795003902167
