MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8.1,Unnamed: 9.1,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15.1,Unnamed: 16.1,Unnamed: 8,Unnamed: 9,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay,source
138,0.0,0.0,4.123063013793661,4.488699008400306,pseudo-voigt,0.7996909452287609,0.2985251759839044,,,,,,,,,,,,,,-2.2569746497194312e-06,-1.9506833733041257e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,8.365299200713991,8.365299200713991,3.1106703935116166e-06,-3.711003675797157e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
139,0.0,0.0,5.91363727787474,4.467745186244291,pseudo-voigt,0.7046668369051621,0.3020448582222819,,,,,,,,,,,,,,2.971675429776499e-06,-7.547935431770569e-06,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,-0.0,-0.0,2.3284262260873885e-05,-2.860234794411651e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
140,0.0,0.0,5.747985442142329,4.113742606367102,pseudo-voigt,0.8038913545088563,0.2895821788486961,,,,,,,,,,,,,,-1.131925290910694e-06,3.9140132902218515e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,-8.365299200713991,-8.365299200713991,5.393430818676975e-05,1.4042036148811445e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
141,0.0,0.0,0.7401280852489306,2.479575324876084,pseudo-voigt,0.6494528898797615,0.2805367840553009,,,,,,,,,,,,,,2.410253331427267e-06,0.00010067889248469556,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,-16.730598401427983,-16.730598401427983,1.9938260892314128e-05,9.178399033171205e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
142,0.0,0.0,0.9399603904825992,3.98852271162726,pseudo-voigt,0.8204026046985667,0.2629940735330104,,,,,,,,,,,,,,4.380207552749506e-06,1.340057234535358e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022554929066666667,-25.095897602141974,-25.095897602141974,3.0424846273431003e-06,1.6601536352993952e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
143,0.0,0.0,1.015279264498539,1.520187067487087,pseudo-voigt,0.8652129286476755,0.2493231525796108,,,,,,,,,,,,,,-1.695693909534174e-06,-2.3594284839326846e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,25.14921397944846,25.14921397944846,-6.463146895406042e-06,-2.7268400407478628e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
144,0.0,0.0,1.963193834498385,0.1809585306636119,pseudo-voigt,0.7926563841446937,0.2815946553707415,,,,,,,,,,,,,,7.033727659368734e-06,-8.819956283366019e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,16.76614265296564,16.76614265296564,4.73907787248603e-05,-8.713134294839638e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
145,0.0,0.0,3.129944403933524,5.340710290129899,pseudo-voigt,0.8752946032804932,0.2921706228176597,,,,,,,,,,,,,,-1.060005990449673e-05,-1.8419741100118747e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,8.38307132648282,8.38307132648282,1.7690186131333408e-06,-3.903344410538434e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
146,0.0,0.0,4.490408904948055,3.846226924023696,pseudo-voigt,0.8676946148043576,0.2950071421957246,,,,,,,,,,,,,,2.112901431984947e-07,-3.3230409498550485e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-0.0,-0.0,-2.0799604159895254e-05,-5.74107588726611e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
147,0.0,0.0,6.04595278952967,2.744951851751834,pseudo-voigt,0.8474827705006593,0.3139531255455807,,,,,,,,,,,,,,-2.0217780355438505e-06,5.673328201968971e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-8.38307132648282,-8.38307132648282,9.847049979701863e-05,2.2308514378769976e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
148,0.0,0.0,6.775666694197202,5.184547826915831,pseudo-voigt,0.8575397018610421,0.2994258457956763,,,,,,,,,,,,,,3.191354207594364e-06,8.957129104034333e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-16.766142652965655,-16.766142652965655,6.36811749747011e-05,6.505630421526917e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
149,0.0,0.0,4.498791134646933,2.040203573848354,pseudo-voigt,0.6739728412636987,0.3122780599669844,,,,,,,,,,,,,,-3.0439043959073228e-06,2.982400694881168e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024684620533333332,-25.14921397944846,-25.14921397944846,2.4398747714527005e-05,2.3055605620698934e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
150,0.0,0.0,1.937429715056892,2.611079815850422,pseudo-voigt,0.714824121884955,0.282734426242036,,,,,,,,,,,,,,1.651617195610491e-06,-3.0940887775568572e-06,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,25.718475763071908,25.718475763071908,-3.062923111622744e-05,-1.9155148499905117e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
151,0.0,0.0,4.910160382511149,1.885411746486689,pseudo-voigt,0.817260399425873,0.2598440854218882,,,,,,,,,,,,,,7.42707896873007e-07,-5.81356315001257e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,18.370339830765644,18.370339830765644,-6.779564487371341e-05,-9.423790225599939e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
152,0.0,0.0,4.562296134501466,6.433250367184807,pseudo-voigt,0.7882891287622014,0.2478017512513114,,,,,,,,,,,,,,6.976381966684537e-07,-0.0001132905063781286,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,11.02220389845938,11.02220389845938,1.5874301766170948e-05,-0.0001352341883628993,9.999999999999999e-06,9.999999999999999e-06,runtime
153,0.0,0.0,4.2133331230466,4.408932151052018,pseudo-voigt,0.7231207463959425,0.3149723619608779,,,,,,,,,,,,,,-2.7923846544585868e-06,2.0587009327067094e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,3.6740679661531317,3.6740679661531317,1.4918509660472271e-05,-6.331720202836024e-06,9.999999999999999e-06,9.999999999999999e-06,runtime
154,0.0,0.0,4.575973071538145,5.0574728892507,pseudo-voigt,0.7749220927957969,0.2857115279951287,,,,,,,,,,,,,,1.4850952478985251e-06,2.7786134345536938e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-3.674067966153146,-3.674067966153146,7.644624604171186e-05,-4.824942949467908e-06,9.999999999999999e-06,9.999999999999999e-06,runtime
155,0.0,0.0,2.491210053446243,4.204211953281279,pseudo-voigt,0.8675945250338677,0.3217041553387907,,,,,,,,,,,,,,6.137919318214937e-06,0.00011296120803763095,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-11.022203898459395,-11.022203898459395,-6.848992873407729e-05,0.00010551536250329817,9.999999999999999e-06,9.999999999999999e-06,runtime
156,0.0,0.0,1.925540127643378,1.143476558401425,pseudo-voigt,0.8191069562005996,0.3179063603066808,,,,,,,,,,,,,,-1.262793055283072e-06,5.800801583076555e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-18.370339830765644,-18.370339830765644,3.102578515062467e-05,3.998861680314538e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
157,0.0,0.0,4.876069733188326,1.215625993367303,pseudo-voigt,0.835261628673522,0.268414768693245,,,,,,,,,,,,,,2.924104025805326e-06,7.302664271691062e-05,9.999999999999999e-06,9.999999999999999e-06,0.0022760520066666665,-25.718475763071908,-25.718475763071908,2.0875973201437344e-05,6.929329906997219e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
158,0.0,0.0,6.078001863816987,5.642288928262307,pseudo-voigt,0.8569017758767059,0.3134705430915554,,,,,,,,,,,,,,5.489277267599322e-07,-3.110566956149956e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,25.75719081890182,25.75719081890182,3.185038508748335e-05,-2.355221296911963e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
159,0.0,0.0,4.208750189009134,0.621367724818527,pseudo-voigt,0.7711071623524809,0.3381462573989027,,,,,,,,,,,,,,-3.598037596035859e-06,-8.460776729475148e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,18.397993442072732,18.397993442072732,-1.5695571826618975e-05,-0.00010881809744670625,9.999999999999999e-06,9.999999999999999e-06,runtime
160,0.0,0.0,6.880337172199027,3.598690990730541,pseudo-voigt,0.763543880231777,0.2712161378442693,,,,,,,,,,,,,,-7.586272628812123e-07,-4.971333303057891e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,11.03879606524363,11.03879606524363,0.00012804457653590163,-5.181877823353286e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
161,0.0,0.0,5.687381166225782,2.986956685372123,pseudo-voigt,0.7581105882734461,0.2991487418585891,,,,,,,,,,,,,,-1.16154407291287e-06,-7.354450488638542e-06,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,3.6795986884145293,3.6795986884145293,-0.00010086069545153134,-4.504219924681772e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
162,0.0,0.0,7.304402427778482,1.258692326996827,pseudo-voigt,0.674936628083454,0.2733119111387183,,,,,,,,,,,,,,-1.280600109267921e-06,6.338463931616941e-06,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-3.6795986884145435,-3.6795986884145435,4.323885958882452e-06,-2.491595640887079e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
163,0.0,0.0,3.476988725929299,3.650014551535497,pseudo-voigt,0.7915134641793973,0.2847130734156788,,,,,,,,,,,,,,-4.599432456102043e-06,4.986462605976142e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-11.03879606524363,-11.03879606524363,5.5483345525449734e-05,1.3721858414228263e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
164,0.0,0.0,4.7121086169192,4.216144216231051,pseudo-voigt,0.7459895942210214,0.298059156986887,,,,,,,,,,,,,,-2.269826269913964e-06,6.923195622425217e-05,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-18.397993442072718,-18.397993442072718,-7.721681483571636e-05,8.373483036042467e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
165,0.0,0.0,0.3238541473770133,3.625516976680467,pseudo-voigt,0.8802654865298766,0.2510955025018893,,,,,,,,,,,,,,-8.268965393983526e-07,6.518111315233994e-06,9.999999999999999e-06,9.999999999999999e-06,0.0024343357733333337,-25.75719081890182,-25.75719081890182,-1.210602051573787e-05,7.70361531340566e-06,9.999999999999999e-06,9.999999999999999e-06,runtime
166,0.0,0.0,5.33070732417081,4.928889947405314,pseudo-voigt,0.7472533423545831,0.2966693319098497,,,,,,,,,,,,,,2.8990420654401057e-06,-4.6232048773891664e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,25.79064691212278,25.79064691212278,0.00010579409240367741,-5.019272393517953e-06,9.999999999999999e-06,9.999999999999999e-06,runtime
167,0.0,0.0,4.761772189836702,5.114195517693592,pseudo-voigt,0.8048533998122825,0.3111858639255905,,,,,,,,,,,,,,-9.434681004586854e-06,-0.00011880170842026757,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,18.42189065151628,18.42189065151628,0.0001870772115342831,-7.715057348042782e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
168,0.0,0.0,0.6828078820545075,3.361823389289888,pseudo-voigt,0.8034880193385695,0.3257051459721748,,,,,,,,,,,,,,-1.8370905185064989e-06,-0.00010353142941269927,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,11.053134390909776,11.053134390909776,1.1690629949539655e-05,-0.00013048570445439944,9.999999999999999e-06,9.999999999999999e-06,runtime
169,0.0,0.0,3.663567846731287,4.293750225555753,pseudo-voigt,0.808075117018397,0.3369302249503734,,,,,,,,,,,,,,2.574664803955171e-06,-1.0909732525881253e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,3.6843781303032586,3.6843781303032586,0.0001074243335293071,-3.7171092326437064e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
170,0.0,0.0,5.806036488160116,0.5550929516345372,pseudo-voigt,0.7902678967832975,0.2575312444294977,,,,,,,,,,,,,,3.152881749821239e-06,4.007661761798688e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,-3.6843781303032586,-3.6843781303032586,-8.55341088442115e-05,1.29624685325859e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
171,0.0,0.0,7.115850508923797,5.0806850107258,pseudo-voigt,0.8676829440258785,0.3264066499852396,,,,,,,,,,,,,,-5.615724220107428e-06,5.523266783640616e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,-11.053134390909776,-11.053134390909776,-4.948465181563421e-06,3.0148595618180008e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
172,0.0,0.0,3.871599610850096,4.696616779700257,pseudo-voigt,0.738500800345655,0.2897205642132952,,,,,,,,,,,,,,6.9188021050313665e-06,0.00013062783341284955,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,-18.421890651516307,-18.421890651516307,4.5986039514941466e-05,0.00010810895701198614,9.999999999999999e-06,9.999999999999999e-06,runtime
173,0.0,0.0,1.542880152051894,1.434165815950824,pseudo-voigt,0.5409811091536167,0.3202313573183465,,,,,,,,,,,,,,-2.712169496921137e-06,4.8477941088259516e-05,9.999999999999999e-06,9.999999999999999e-06,0.0025734775266666667,-25.79064691212278,-25.79064691212278,2.5015973153874433e-05,3.6329036547512064e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
174,0.0,0.0,2.374801655388673,3.348596288423707,pseudo-voigt,0.7459507740928875,0.3404879439594564,,,,,,,,,,,,,,-1.8671928254664928e-06,2.4477800099333713e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,26.229686287521723,26.229686287521723,2.3923458916969748e-05,3.3652854999296944e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
175,0.0,0.0,0.4669427761308156,3.381577045534105,pseudo-voigt,0.699303609191963,0.2735141315390736,,,,,,,,,,,,,,-1.0796778389916579e-07,-3.878332540687958e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,19.672264715641276,19.672264715641276,3.770083878864204e-05,-3.939453104653082e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
176,0.0,0.0,1.408686672075259,4.836936201618653,pseudo-voigt,0.9068936114288917,0.2849049842112414,,,,,,,,,,,,,,-3.257709977139065e-06,-4.8060446692377644e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,13.114843143760865,13.114843143760865,3.753417073585591e-05,-6.274072058116442e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
177,0.0,0.0,5.715853659567897,0.4394999109461346,pseudo-voigt,0.7275229202813338,0.2518894433391807,,,,,,,,,,,,,,-2.969529256575868e-06,-7.851217794162218e-06,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,6.557421571880425,6.557421571880425,-0.00011798902877935948,-5.298505053101906e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
178,0.0,0.0,5.252309565349363,1.286473659183497,pseudo-voigt,0.7398980285108236,0.3000462585081994,,,,,,,,,,,,,,-3.2818944962193856e-06,-3.345249186255677e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-0.0,-0.0,8.014071226314545e-05,-6.747735771381933e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
179,0.0,0.0,2.309610679195473,3.40997103887081,pseudo-voigt,0.7984951178659788,0.306697741434241,,,,,,,,,,,,,,-5.203938268823017e-07,2.7793411536331197e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-6.557421571880425,-6.557421571880425,-6.136292355463826e-05,4.387378584468065e-06,9.999999999999999e-06,9.999999999999999e-06,runtime
180,0.0,0.0,2.562584323723979,3.146036089097597,pseudo-voigt,0.7397061289306069,0.3277630558084159,,,,,,,,,,,,,,-6.590352334802165e-07,0.00010805471599751993,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-13.114843143760865,-13.114843143760865,8.332831303890418e-05,6.98942294498873e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
181,0.0,0.0,5.236309931754241,3.467154094810928,pseudo-voigt,0.7591942703841055,0.2863656530305818,,,,,,,,,,,,,,5.45882530864574e-07,9.152649039799494e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-19.67226471564129,-19.67226471564129,7.889322354367353e-05,5.8093212855396646e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
182,0.0,0.0,6.607796906050056,1.068384171088167,pseudo-voigt,0.781922066705546,0.3255551909466199,,,,,,,,,,,,,,-4.756650631727569e-06,8.134131305489588e-05,9.999999999999999e-06,9.999999999999999e-06,0.002362368379259259,-26.229686287521716,-26.229686287521716,-1.199790988213715e-05,9.080430445119027e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
183,0.0,0.0,5.118358083545834,2.258853186992463,pseudo-voigt,0.7909726533838346,0.2633822068180074,,,,,,,,,,,,,,-1.904347226957313e-06,-5.9239216479296884e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,26.255802697162004,26.255802697162004,-0.000129588718817134,-0.00012627387240424017,9.999999999999999e-06,9.999999999999999e-06,runtime
184,0.0,0.0,0.4834720574495043,4.914896044247915,pseudo-voigt,0.7313968471198508,0.3172688678519182,,,,,,,,,,,,,,6.298179694736935e-07,-0.00010847053781700042,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,19.6918520228715,19.6918520228715,0.0001287952648875722,-7.065155508840813e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
185,0.0,0.0,7.198367912360283,4.348194440093764,pseudo-voigt,0.8237445111220818,0.2718382018837261,,,,,,,,,,,,,,-2.4858753159656973e-06,-0.0001560146551266009,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,13.127901348581005,13.127901348581005,0.00017870880659091003,-0.00013228688268262782,9.999999999999999e-06,9.999999999999999e-06,runtime
186,0.0,0.0,3.328448379283316,5.982379763848582,pseudo-voigt,0.7418926247328917,0.2478778480139474,,,,,,,,,,,,,,2.3365629477067335e-06,-5.06704571274166e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,6.56395067429051,6.56395067429051,-4.5848134093057634e-05,-8.440541903673252e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
187,0.0,0.0,5.525728272508504,2.386667995476134,pseudo-voigt,0.5441427947965266,0.2846280376868199,,,,,,,,,,,,,,5.029644936832785e-06,5.319718276991464e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-0.0,-0.0,7.35594041033521e-05,1.9884906584335555e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
188,0.0,0.0,0.7444059592711485,1.431094227575976,pseudo-voigt,0.8600137324439135,0.3087554759038496,,,,,,,,,,,,,,1.899391907328559e-06,0.00012176491477961013,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-6.563950674290481,-6.563950674290481,0.00012405824819476262,8.223812822901492e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
189,0.0,0.0,2.375359035944702,2.89247986784994,pseudo-voigt,0.8522794509970667,0.2720308531560229,,,,,,,,,,,,,,-5.756381812800614e-06,0.00013638178609735454,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-13.127901348580991,-13.127901348580991,0.00017168412746858638,9.021256861261219e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
190,0.0,0.0,3.274021330877551,4.855567249093244,pseudo-voigt,0.8034168902892246,0.2977588568245613,,,,,,,,,,,,,,-4.405559185541229e-06,0.0001439904121996695,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-19.6918520228715,-19.6918520228715,5.851690690759481e-05,0.00013526793036416616,9.999999999999999e-06,9.999999999999999e-06,runtime
191,0.0,0.0,1.719923805765659,4.562757648251234,pseudo-voigt,0.8237945691375567,0.2840878197280211,,,,,,,,,,,,,,-2.762245493612227e-06,2.772573681864326e-05,9.999999999999999e-06,9.999999999999999e-06,0.00245434197037037,-26.25580269716197,-26.25580269716197,-8.448149230157319e-06,4.1868251307917665e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
192,0.0,0.0,2.540271528423356,6.463967468683128,pseudo-voigt,0.8557230020719604,0.3471409215198832,,,,,,,,,,,,,,4.90963871311613e-06,-8.042284645513709e-05,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,26.27897195715724,26.27897195715724,1.0152893422095122e-05,-8.11960436987024e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
193,0.0,0.0,1.421819947098635,3.127664279529441,pseudo-voigt,0.7801670447899328,0.2801381927653251,,,,,,,,,,,,,,2.442410502908526e-06,-0.00010510330767009026,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,19.70922896786793,19.70922896786793,7.272734439188964e-05,-9.129360986000986e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
194,0.0,0.0,3.497198509300687,1.286243209291563,pseudo-voigt,0.843796840466795,0.3094918132254053,,,,,,,,,,,,,,9.022212850873467e-08,-7.69954946322158e-05,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,13.13948597857862,13.13948597857862,-5.0177021369897474e-05,-0.00010809453331243314,9.999999999999999e-06,9.999999999999999e-06,runtime
195,0.0,0.0,4.591782888922101,4.238058477480308,pseudo-voigt,0.8751084676239227,0.2539104244188383,,,,,,,,,,,,,,-1.301591665159795e-06,-7.260509886846894e-05,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,6.56974298928931,6.56974298928931,-6.255077753853654e-05,-0.00010918905918602095,9.999999999999999e-06,9.999999999999999e-06,runtime
196,0.0,0.0,4.337195647263678,5.913181498117768,pseudo-voigt,0.743272712955057,0.2592881045193118,,,,,,,,,,,,,,2.276041882317306e-06,4.281055457150551e-05,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,-0.0,-0.0,-5.41153442678956e-05,1.012175362573895e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
197,0.0,0.0,4.3005015026653,3.468834958977851,pseudo-voigt,0.5248736498503735,0.3480972708373919,,,,,,,,,,,,,,9.731557978787943e-07,0.00013496858467691941,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,-6.56974298928931,-6.56974298928931,0.00011499927557170475,9.545985441694926e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
198,0.0,0.0,0.7270228013727397,3.506613966072633,pseudo-voigt,0.7824092392386751,0.3142914126507941,,,,,,,,,,,,,,1.706132425232369e-06,0.00012806429217207,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,-13.139485978578605,-13.139485978578605,0.00018954650022223946,7.285711032109682e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
199,0.0,0.0,2.697365594924652,3.946471347412061,pseudo-voigt,0.76837788676077,0.3077522804592231,,,,,,,,,,,,,,3.264169657262491e-06,7.387570844890794e-05,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,-19.709228967867944,-19.709228967867944,-3.883416256366727e-06,7.724414457195724e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
200,0.0,0.0,4.707952356419408,3.136020654899795,pseudo-voigt,0.7387770282420337,0.2477291314843198,,,,,,,,,,,,,,6.385531337184588e-06,-7.940688434404756e-06,9.999999999999999e-06,9.999999999999999e-06,0.002535881662222222,-26.27897195715721,-26.27897195715721,-5.794950700470412e-05,2.5725602828804417e-05,9.999999999999999e-06,9.999999999999999e-06,runtime
1,,,,,pseudo-voigt,0.6909252567049573,0.2938662186809129,,,,,,,,,,,,,,-2.5501936091778085e-06,-1.637994775423203e-05,9.999999999999999e-06,9.999999999999999e-06,0.0011432763066666666,-53.031766446214135,-53.031766446214135,-1.4620686711332943e-05,-7.81291853053099e-06,9.999999999999999e-06,9.999999999999999e-06,opt
2,,,,,pseudo-voigt,0.8578854830958985,0.3092016267443135,,,,,,,,,,,,,,-5.717263269573227e-07,-3.894200086962304e-06,9.999999999999999e-06,9.999999999999999e-06,0.0011432763066666666,6.968233553785851,6.968233553785851,-9.506273836659897e-08,-3.93479712132755e-06,9.999999999999999e-06,9.999999999999999e-06,opt
3,,,,,pseudo-voigt,0.7514747077577804,0.2499998843066859,,,,,,,,,,,,,,3.51320448377814e-06,-5.284011078047046e-06,9.999999999999999e-06,9.999999999999999e-06,0.0011432763066666666,-20.904700661357595,-20.904700661357595,-1.3965359923022972e-06,6.189754925678959e-06,9.999999999999999e-06,9.999999999999999e-06,opt
4,,,,,pseudo-voigt,0.7827586008316862,0.2540371803533468,,,,,,,,,,,,,,4.7929887707768785e-06,3.9095725204369335e-06,9.999999999999999e-06,9.999999999999999e-06,0.0011432763066666666,-39.095299338642405,-39.095299338642405,6.18525358203635e-06,1.1695095355103237e-08,9.999999999999999e-06,9.999999999999999e-06,opt
5,,,,,pseudo-voigt,0.9363858684525187,0.2512300910131376,,,,,,,,,,,,,,-5.240721703333859e-06,-1.0356261164329528e-05,9.999999999999999e-06,9.999999999999999e-06,0.0016374245533333333,38.74772703713143,38.74772703713143,2.394618869188761e-06,-1.1357073115328597e-05,9.999999999999999e-06,9.999999999999999e-06,opt
6,,,,,pseudo-voigt,0.6631901838007338,0.2238423070478022,,,,,,,,,,,,,,-4.395146397284015e-06,2.268480487381305e-06,9.999999999999999e-06,9.999999999999999e-06,0.0016374245533333333,7.084090987622858,7.084090987622858,-4.641357294446233e-06,1.7091278596053342e-06,9.999999999999999e-06,9.999999999999999e-06,opt
7,,,,,pseudo-voigt,0.739517892948492,0.2422824110656982,,,,,,,,,,,,,,7.238387292342986e-06,1.0453306174567927e-05,9.999999999999999e-06,9.999999999999999e-06,0.0016374245533333333,-38.747727037131426,-38.747727037131426,-1.2187931943797456e-05,-3.622178281997429e-06,9.999999999999999e-06,9.999999999999999e-06,opt
8,,,,,pseudo-voigt,0.8783451372173573,0.2619421837628852,,,,,,,,,,,,,,6.336128062923591e-06,-1.3182583083312349e-06,9.999999999999999e-06,9.999999999999999e-06,0.0016374245533333333,-52.91590901237714,-52.91590901237714,-2.7689573125484393e-06,5.849546922500639e-06,9.999999999999999e-06,9.999999999999999e-06,opt
9,,,,,pseudo-voigt,0.5358076196688661,0.3156070954549774,,,,,,,,,,,,,,1.1926696395758328e-06,-1.9485424698466157e-05,9.999999999999999e-06,9.999999999999999e-06,0.0021275755199999997,-67.15846454702898,-67.15846454702898,-1.749444142336462e-05,-8.663068499857592e-06,9.999999999999999e-06,9.999999999999999e-06,opt
10,,,,,pseudo-voigt,0.7540226111644235,0.3304781122592519,,,,,,,,,,,,,,3.565507511614635e-06,-5.1058111638389415e-06,9.999999999999999e-06,9.999999999999999e-06,0.0021275755199999997,7.1584645470289985,7.1584645470289985,4.1739709286595775e-06,-4.621700784653574e-06,9.999999999999999e-06,9.999999999999999e-06,opt
11,,,,,pseudo-voigt,0.6940407988242661,0.2778223376637571,,,,,,,,,,,,,,-2.740542444148676e-06,2.767992931030798e-05,9.999999999999999e-06,9.999999999999999e-06,0.0021275755199999997,67.15846454702901,67.15846454702901,2.657315837012562e-05,-8.219264793644868e-06,9.999999999999999e-06,9.999999999999999e-06,opt
